image_path,filename,simulation_set,orientation,case_norm,plot,truth_PAI,truth_LAI,truth_Clumping,truth_sim_id,truth_PAIe_hinge,truth_Clumping_hinge
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 021/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 021,Plot04,1.415,1.25,0.93,21,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 021/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 021,Plot04,1.415,1.25,0.93,21,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 021/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 021,Plot04,1.415,1.25,0.93,21,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 020/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 020,Plot04,1.415,1.25,0.93,20,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 020/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 020,Plot04,1.415,1.25,0.93,20,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 020/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 020,Plot04,1.415,1.25,0.93,20,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 020/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 020,Plot04,1.415,1.25,0.93,20,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 020/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 020,Plot04,1.415,1.25,0.93,20,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 020/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 020,Plot04,1.415,1.25,0.93,20,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 020/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 020,Plot04,1.415,1.25,0.93,20,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 020/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 020,Plot04,1.415,1.25,0.93,20,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 020/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 020,Plot04,1.415,1.25,0.93,20,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 020/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 020,Plot04,1.415,1.25,0.93,20,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 019/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 019,Plot04,3.195,3.0,0.96,19,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 019/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 019,Plot04,3.195,3.0,0.96,19,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 019/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 019,Plot04,3.195,3.0,0.96,19,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 019/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 019,Plot04,3.195,3.0,0.96,19,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 019/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 019,Plot04,3.195,3.0,0.96,19,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 019/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 019,Plot04,3.195,3.0,0.96,19,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 019/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 019,Plot04,3.195,3.0,0.96,19,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 019/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 019,Plot04,3.195,3.0,0.96,19,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 019/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 019,Plot04,3.195,3.0,0.96,19,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 019/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 019,Plot04,3.195,3.0,0.96,19,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 018/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 018,Plot04,1.165,1.0,0.91,18,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 018/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 018,Plot04,1.165,1.0,0.91,18,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 018/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 018,Plot04,1.165,1.0,0.91,18,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 018/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 018,Plot04,1.165,1.0,0.91,18,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 018/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 018,Plot04,1.165,1.0,0.91,18,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 018/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 018,Plot04,1.165,1.0,0.91,18,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 018/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 018,Plot04,1.165,1.0,0.91,18,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 018/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 018,Plot04,1.165,1.0,0.91,18,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 018/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 018,Plot04,1.165,1.0,0.91,18,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 018/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 018,Plot04,1.165,1.0,0.91,18,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 017/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 017,Plot04,5.300000000000001,5.0,0.96,17,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 017/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 017,Plot04,5.300000000000001,5.0,0.96,17,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 017/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 017,Plot04,5.300000000000001,5.0,0.96,17,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 017/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 017,Plot04,5.300000000000001,5.0,0.96,17,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 017/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 017,Plot04,5.300000000000001,5.0,0.96,17,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 017/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 017,Plot04,5.300000000000001,5.0,0.96,17,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 017/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 017,Plot04,5.300000000000001,5.0,0.96,17,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 017/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 017,Plot04,5.300000000000001,5.0,0.96,17,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 017/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 017,Plot04,5.300000000000001,5.0,0.96,17,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 017/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 017,Plot04,5.300000000000001,5.0,0.96,17,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 016/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 016,Plot04,5.725,5.5,0.97,16,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 016/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 016,Plot04,5.725,5.5,0.97,16,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 016/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 016,Plot04,5.725,5.5,0.97,16,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 016/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 016,Plot04,5.725,5.5,0.97,16,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 016/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 016,Plot04,5.725,5.5,0.97,16,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 016/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 016,Plot04,5.725,5.5,0.97,16,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 016/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 016,Plot04,5.725,5.5,0.97,16,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 016/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 016,Plot04,5.725,5.5,0.97,16,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 016/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 016,Plot04,5.725,5.5,0.97,16,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 016/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 016,Plot04,5.725,5.5,0.97,16,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 015/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 015,Plot04,3.42,2.7,1.0,15,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 015/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 015,Plot04,3.42,2.7,1.0,15,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 015/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 015,Plot04,3.42,2.7,1.0,15,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 015/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 015,Plot04,3.42,2.7,1.0,15,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 015/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 015,Plot04,3.42,2.7,1.0,15,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 015/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 015,Plot04,3.42,2.7,1.0,15,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 015/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 015,Plot04,3.42,2.7,1.0,15,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 015/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 015,Plot04,3.42,2.7,1.0,15,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 015/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 015,Plot04,3.42,2.7,1.0,15,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 015/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 015,Plot04,3.42,2.7,1.0,15,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 014/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 014,Plot04,2.82,2.1,1.0,14,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 014/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 014,Plot04,2.82,2.1,1.0,14,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 014/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 014,Plot04,2.82,2.1,1.0,14,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 014/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 014,Plot04,2.82,2.1,1.0,14,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 014/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 014,Plot04,2.82,2.1,1.0,14,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 014/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 014,Plot04,2.82,2.1,1.0,14,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 014/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 014,Plot04,2.82,2.1,1.0,14,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 014/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 014,Plot04,2.82,2.1,1.0,14,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 014/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 014,Plot04,2.82,2.1,1.0,14,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 014/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 014,Plot04,2.82,2.1,1.0,14,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 013/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 013,Plot04,4.24,4.0,0.96,13,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 013/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 013,Plot04,4.24,4.0,0.96,13,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 013/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 013,Plot04,4.24,4.0,0.96,13,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 013/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 013,Plot04,4.24,4.0,0.96,13,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 013/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 013,Plot04,4.24,4.0,0.96,13,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 013/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 013,Plot04,4.24,4.0,0.96,13,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 013/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 013,Plot04,4.24,4.0,0.96,13,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 013/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 013,Plot04,4.24,4.0,0.96,13,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 013/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 013,Plot04,4.24,4.0,0.96,13,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 013/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 013,Plot04,4.24,4.0,0.96,13,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 012/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 012,Plot04,3.205,2.5,0.86,12,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 012/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 012,Plot04,3.205,2.5,0.86,12,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 012/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 012,Plot04,3.205,2.5,0.86,12,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 012/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 012,Plot04,3.205,2.5,0.86,12,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 012/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 012,Plot04,3.205,2.5,0.86,12,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 012/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 012,Plot04,3.205,2.5,0.86,12,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 012/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 012,Plot04,3.205,2.5,0.86,12,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 012/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 012,Plot04,3.205,2.5,0.86,12,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 012/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 012,Plot04,3.205,2.5,0.86,12,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 012/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 012,Plot04,3.205,2.5,0.86,12,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 011/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 011,Plot04,3.0999999999999996,2.2,0.82,11,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 011/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 011,Plot04,3.0999999999999996,2.2,0.82,11,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 011/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 011,Plot04,3.0999999999999996,2.2,0.82,11,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 011/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 011,Plot04,3.0999999999999996,2.2,0.82,11,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 011/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 011,Plot04,3.0999999999999996,2.2,0.82,11,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 011/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 011,Plot04,3.0999999999999996,2.2,0.82,11,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 011/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 011,Plot04,3.0999999999999996,2.2,0.82,11,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 011/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 011,Plot04,3.0999999999999996,2.2,0.82,11,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 011/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 011,Plot04,3.0999999999999996,2.2,0.82,11,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 011/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 011,Plot04,3.0999999999999996,2.2,0.82,11,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 010/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 010,Plot04,4.289999999999999,3.6,0.9,10,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 010/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 010,Plot04,4.289999999999999,3.6,0.9,10,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 010/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 010,Plot04,4.289999999999999,3.6,0.9,10,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 010/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 010,Plot04,4.289999999999999,3.6,0.9,10,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 010/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 010,Plot04,4.289999999999999,3.6,0.9,10,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 010/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 010,Plot04,4.289999999999999,3.6,0.9,10,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 010/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 010,Plot04,4.289999999999999,3.6,0.9,10,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 010/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 010,Plot04,4.289999999999999,3.6,0.9,10,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 010/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 010,Plot04,4.289999999999999,3.6,0.9,10,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 010/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 010,Plot04,4.289999999999999,3.6,0.9,10,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 009/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 009,Plot04,2.635,2.5,0.97,9,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 009/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 009,Plot04,2.635,2.5,0.97,9,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 009/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 009,Plot04,2.635,2.5,0.97,9,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 009/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 009,Plot04,2.635,2.5,0.97,9,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 009/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 009,Plot04,2.635,2.5,0.97,9,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 009/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 009,Plot04,2.635,2.5,0.97,9,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 009/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 009,Plot04,2.635,2.5,0.97,9,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 009/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 009,Plot04,2.635,2.5,0.97,9,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 009/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 009,Plot04,2.635,2.5,0.97,9,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 009/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 009,Plot04,2.635,2.5,0.97,9,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 008/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 008,Plot04,0.56,0.5,0.93,8,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 008/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 008,Plot04,0.56,0.5,0.93,8,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 008/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 008,Plot04,0.56,0.5,0.93,8,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 008/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 008,Plot04,0.56,0.5,0.93,8,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 008/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 008,Plot04,0.56,0.5,0.93,8,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 008/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 008,Plot04,0.56,0.5,0.93,8,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 008/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 008,Plot04,0.56,0.5,0.93,8,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 008/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 008,Plot04,0.56,0.5,0.93,8,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 008/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 008,Plot04,0.56,0.5,0.93,8,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 008/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 008,Plot04,0.56,0.5,0.93,8,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 007/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 007,Plot04,2.06,2.0,0.98,7,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 007/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 007,Plot04,2.06,2.0,0.98,7,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 007/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 007,Plot04,2.06,2.0,0.98,7,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 007/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 007,Plot04,2.06,2.0,0.98,7,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 007/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 007,Plot04,2.06,2.0,0.98,7,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 007/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 007,Plot04,2.06,2.0,0.98,7,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 007/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 007,Plot04,2.06,2.0,0.98,7,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 007/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 007,Plot04,2.06,2.0,0.98,7,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 007/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 007,Plot04,2.06,2.0,0.98,7,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 007/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 007,Plot04,2.06,2.0,0.98,7,,
